graph_id,label,cohort_role,parent_edc_group,is_edc
821,0,internal_logo_validation,73,False
822,0,internal_logo_validation,73,False
823,0,internal_logo_validation,73,False
824,0,internal_logo_validation,73,False
825,0,internal_logo_validation,73,False
826,0,internal_logo_validation,73,False
827,0,internal_logo_validation,74,False
828,0,internal_logo_validation,74,False
829,0,internal_logo_validation,74,False
830,0,internal_logo_validation,74,False
831,0,internal_logo_validation,74,False
832,0,internal_logo_validation,74,False
833,0,internal_logo_validation,74,False
834,0,internal_logo_validation,74,False
835,0,internal_logo_validation,74,False
836,0,internal_logo_validation,74,False
837,0,internal_logo_validation,75,False
838,0,internal_logo_validation,75,False
839,0,internal_logo_validation,75,False
840,0,internal_logo_validation,75,False
841,0,internal_logo_validation,75,False
842,0,internal_logo_validation,75,False
843,0,internal_logo_validation,75,False
844,0,internal_logo_validation,75,False
845,0,internal_logo_validation,75,False
846,0,internal_logo_validation,75,False
847,0,internal_logo_validation,76,False
848,0,internal_logo_validation,76,False
849,0,internal_logo_validation,76,False
850,0,internal_logo_validation,76,False
851,0,internal_logo_validation,76,False
852,0,internal_logo_validation,76,False
853,0,internal_logo_validation,76,False
854,0,internal_logo_validation,76,False
855,0,internal_logo_validation,76,False
856,0,internal_logo_validation,76,False
857,0,internal_logo_validation,77,False
858,0,internal_logo_validation,77,False
859,0,internal_logo_validation,77,False
860,0,internal_logo_validation,77,False
861,0,internal_logo_validation,77,False
862,0,internal_logo_validation,77,False
863,0,internal_logo_validation,77,False
864,0,internal_logo_validation,77,False
865,0,internal_logo_validation,77,False
866,0,internal_logo_validation,77,False
867,0,internal_logo_validation,78,False
868,0,internal_logo_validation,78,False
869,0,internal_logo_validation,78,False
870,0,internal_logo_validation,78,False
871,0,internal_logo_validation,78,False
872,0,internal_logo_validation,78,False
873,0,internal_logo_validation,78,False
874,0,internal_logo_validation,78,False
875,0,internal_logo_validation,78,False
876,0,internal_logo_validation,78,False
877,0,internal_logo_validation,79,False
878,0,internal_logo_validation,79,False
879,0,internal_logo_validation,79,False
880,0,internal_logo_validation,79,False
881,0,internal_logo_validation,79,False
882,0,internal_logo_validation,79,False
883,0,internal_logo_validation,79,False
884,0,internal_logo_validation,79,False
885,0,internal_logo_validation,79,False
886,0,internal_logo_validation,79,False
887,0,internal_logo_validation,80,False
888,0,internal_logo_validation,80,False
889,0,internal_logo_validation,80,False
890,0,internal_logo_validation,80,False
891,0,internal_logo_validation,80,False
892,0,internal_logo_validation,80,False
893,0,internal_logo_validation,80,False
894,0,internal_logo_validation,80,False
895,0,internal_logo_validation,80,False
896,0,internal_logo_validation,80,False
897,0,external_excluded,-1,False
898,0,external_excluded,-1,False
899,0,external_excluded,-1,False
900,0,external_excluded,-1,False
901,0,external_excluded,-1,False
902,0,external_excluded,-1,False
