graph_id,label,dataset_role,parent_edc_group,partition
818,0,internal,73,internal_outer_test
819,0,internal,73,internal_outer_test
820,0,internal,73,internal_outer_test
821,0,internal,73,internal_outer_test
822,0,internal,73,internal_outer_test
823,0,internal,73,internal_outer_test
824,0,internal,73,internal_outer_test
825,0,internal,73,internal_outer_test
826,0,internal,73,internal_outer_test
827,0,internal,74,internal_outer_train
828,0,internal,74,internal_outer_train
829,0,internal,74,internal_outer_train
830,0,internal,74,internal_outer_train
831,0,internal,74,internal_outer_train
832,0,internal,74,internal_outer_train
833,0,internal,74,internal_outer_train
834,0,internal,74,internal_outer_train
835,0,internal,74,internal_outer_train
836,0,internal,74,internal_outer_train
837,0,internal,75,internal_outer_test
838,0,internal,75,internal_outer_test
839,0,internal,75,internal_outer_test
840,0,internal,75,internal_outer_test
841,0,internal,75,internal_outer_test
842,0,internal,75,internal_outer_test
843,0,internal,75,internal_outer_test
844,0,internal,75,internal_outer_test
845,0,internal,75,internal_outer_test
846,0,internal,75,internal_outer_test
847,0,internal,76,internal_outer_test
848,0,internal,76,internal_outer_test
849,0,internal,76,internal_outer_test
850,0,internal,76,internal_outer_test
851,0,internal,76,internal_outer_test
852,0,internal,76,internal_outer_test
853,0,internal,76,internal_outer_test
854,0,internal,76,internal_outer_test
855,0,internal,76,internal_outer_test
856,0,internal,76,internal_outer_test
857,0,internal,77,internal_outer_train
858,0,internal,77,internal_outer_train
859,0,internal,77,internal_outer_train
860,0,internal,77,internal_outer_train
861,0,internal,77,internal_outer_train
862,0,internal,77,internal_outer_train
863,0,internal,77,internal_outer_train
864,0,internal,77,internal_outer_train
865,0,internal,77,internal_outer_train
866,0,internal,77,internal_outer_train
867,0,internal,78,internal_outer_train
868,0,internal,78,internal_outer_train
869,0,internal,78,internal_outer_train
870,0,internal,78,internal_outer_train
871,0,internal,78,internal_outer_train
872,0,internal,78,internal_outer_train
873,0,internal,78,internal_outer_train
874,0,internal,78,internal_outer_train
875,0,internal,78,internal_outer_train
876,0,internal,78,internal_outer_train
877,0,internal,79,internal_outer_train
878,0,internal,79,internal_outer_train
879,0,internal,79,internal_outer_train
880,0,internal,79,internal_outer_train
881,0,internal,79,internal_outer_train
882,0,internal,79,internal_outer_train
883,0,internal,79,internal_outer_train
884,0,internal,79,internal_outer_train
885,0,internal,79,internal_outer_train
886,0,internal,79,internal_outer_train
887,0,internal,80,internal_outer_train
888,0,internal,80,internal_outer_train
889,0,internal,80,internal_outer_train
890,0,internal,80,internal_outer_train
891,0,internal,80,internal_outer_train
892,0,internal,80,internal_outer_train
893,0,internal,80,internal_outer_train
894,0,internal,80,internal_outer_train
895,0,internal,80,internal_outer_train
896,0,internal,80,internal_outer_train
897,0,external,-1,external_not_used_in_internal_cv
898,0,external,-1,external_not_used_in_internal_cv
899,0,external,-1,external_not_used_in_internal_cv
900,0,external,-1,external_not_used_in_internal_cv
901,0,external,-1,external_not_used_in_internal_cv
902,0,external,-1,external_not_used_in_internal_cv
