graph_id,label,cohort_role,parent_edc_group
736,0,internal_ratio_sensitivity,64
737,0,internal_ratio_sensitivity,65
738,0,internal_ratio_sensitivity,65
739,0,internal_ratio_sensitivity,65
740,0,internal_ratio_sensitivity,65
741,0,internal_ratio_sensitivity,65
742,0,internal_ratio_sensitivity,65
743,0,internal_ratio_sensitivity,65
744,0,internal_ratio_sensitivity,65
745,0,internal_ratio_sensitivity,65
746,0,internal_ratio_sensitivity,65
747,0,internal_ratio_sensitivity,66
748,0,internal_ratio_sensitivity,66
749,0,internal_ratio_sensitivity,66
750,0,internal_ratio_sensitivity,66
751,0,internal_ratio_sensitivity,66
752,0,internal_ratio_sensitivity,66
753,0,internal_ratio_sensitivity,66
754,0,internal_ratio_sensitivity,66
755,0,internal_ratio_sensitivity,66
756,0,internal_ratio_sensitivity,66
757,0,internal_ratio_sensitivity,67
758,0,internal_ratio_sensitivity,67
759,0,internal_ratio_sensitivity,67
760,0,internal_ratio_sensitivity,67
761,0,internal_ratio_sensitivity,67
762,0,internal_ratio_sensitivity,67
763,0,internal_ratio_sensitivity,67
764,0,internal_ratio_sensitivity,67
765,0,internal_ratio_sensitivity,67
766,0,internal_ratio_sensitivity,67
767,0,internal_ratio_sensitivity,68
768,0,internal_ratio_sensitivity,68
769,0,internal_ratio_sensitivity,68
770,0,internal_ratio_sensitivity,68
771,0,internal_ratio_sensitivity,68
772,0,internal_ratio_sensitivity,68
773,0,internal_ratio_sensitivity,68
774,0,internal_ratio_sensitivity,68
775,0,internal_ratio_sensitivity,68
776,0,internal_ratio_sensitivity,68
777,0,internal_ratio_sensitivity,69
778,0,internal_ratio_sensitivity,69
779,0,internal_ratio_sensitivity,69
780,0,internal_ratio_sensitivity,69
781,0,internal_ratio_sensitivity,69
782,0,internal_ratio_sensitivity,69
783,0,internal_ratio_sensitivity,69
784,0,internal_ratio_sensitivity,69
785,0,internal_ratio_sensitivity,69
786,0,internal_ratio_sensitivity,69
787,0,internal_ratio_sensitivity,70
788,0,internal_ratio_sensitivity,70
789,0,internal_ratio_sensitivity,70
790,0,internal_ratio_sensitivity,70
791,0,internal_ratio_sensitivity,70
792,0,internal_ratio_sensitivity,70
793,0,internal_ratio_sensitivity,70
794,0,internal_ratio_sensitivity,70
795,0,internal_ratio_sensitivity,70
796,0,internal_ratio_sensitivity,70
797,0,internal_ratio_sensitivity,71
798,0,internal_ratio_sensitivity,71
799,0,internal_ratio_sensitivity,71
800,0,internal_ratio_sensitivity,71
801,0,internal_ratio_sensitivity,71
802,0,internal_ratio_sensitivity,71
803,0,internal_ratio_sensitivity,71
804,0,internal_ratio_sensitivity,71
805,0,internal_ratio_sensitivity,71
806,0,internal_ratio_sensitivity,71
807,0,internal_ratio_sensitivity,72
808,0,internal_ratio_sensitivity,72
809,0,internal_ratio_sensitivity,72
810,0,internal_ratio_sensitivity,72
811,0,internal_ratio_sensitivity,72
812,0,internal_ratio_sensitivity,72
813,0,internal_ratio_sensitivity,72
814,0,internal_ratio_sensitivity,72
815,0,internal_ratio_sensitivity,72
816,0,internal_ratio_sensitivity,72
817,0,internal_ratio_sensitivity,73
818,0,internal_ratio_sensitivity,73
819,0,internal_ratio_sensitivity,73
820,0,internal_ratio_sensitivity,73
821,0,internal_ratio_sensitivity,73
822,0,internal_ratio_sensitivity,73
823,0,internal_ratio_sensitivity,73
824,0,internal_ratio_sensitivity,73
825,0,internal_ratio_sensitivity,73
826,0,internal_ratio_sensitivity,73
827,0,internal_ratio_sensitivity,74
828,0,internal_ratio_sensitivity,74
829,0,internal_ratio_sensitivity,74
830,0,internal_ratio_sensitivity,74
831,0,internal_ratio_sensitivity,74
832,0,internal_ratio_sensitivity,74
833,0,internal_ratio_sensitivity,74
834,0,internal_ratio_sensitivity,74
835,0,internal_ratio_sensitivity,74
836,0,internal_ratio_sensitivity,74
837,0,internal_ratio_sensitivity,75
838,0,internal_ratio_sensitivity,75
839,0,internal_ratio_sensitivity,75
840,0,internal_ratio_sensitivity,75
841,0,internal_ratio_sensitivity,75
842,0,internal_ratio_sensitivity,75
843,0,internal_ratio_sensitivity,75
844,0,internal_ratio_sensitivity,75
845,0,internal_ratio_sensitivity,75
846,0,internal_ratio_sensitivity,75
847,0,internal_ratio_sensitivity,76
848,0,internal_ratio_sensitivity,76
849,0,internal_ratio_sensitivity,76
850,0,internal_ratio_sensitivity,76
851,0,internal_ratio_sensitivity,76
852,0,internal_ratio_sensitivity,76
853,0,internal_ratio_sensitivity,76
854,0,internal_ratio_sensitivity,76
855,0,internal_ratio_sensitivity,76
856,0,internal_ratio_sensitivity,76
857,0,internal_ratio_sensitivity,77
858,0,internal_ratio_sensitivity,77
859,0,internal_ratio_sensitivity,77
860,0,internal_ratio_sensitivity,77
861,0,internal_ratio_sensitivity,77
862,0,internal_ratio_sensitivity,77
863,0,internal_ratio_sensitivity,77
864,0,internal_ratio_sensitivity,77
865,0,internal_ratio_sensitivity,77
866,0,internal_ratio_sensitivity,77
867,0,internal_ratio_sensitivity,78
868,0,internal_ratio_sensitivity,78
869,0,internal_ratio_sensitivity,78
870,0,internal_ratio_sensitivity,78
871,0,internal_ratio_sensitivity,78
872,0,internal_ratio_sensitivity,78
873,0,internal_ratio_sensitivity,78
874,0,internal_ratio_sensitivity,78
875,0,internal_ratio_sensitivity,78
876,0,internal_ratio_sensitivity,78
877,0,internal_ratio_sensitivity,79
878,0,internal_ratio_sensitivity,79
879,0,internal_ratio_sensitivity,79
880,0,internal_ratio_sensitivity,79
881,0,internal_ratio_sensitivity,79
882,0,internal_ratio_sensitivity,79
883,0,internal_ratio_sensitivity,79
884,0,internal_ratio_sensitivity,79
885,0,internal_ratio_sensitivity,79
886,0,internal_ratio_sensitivity,79
887,0,internal_ratio_sensitivity,80
888,0,internal_ratio_sensitivity,80
889,0,internal_ratio_sensitivity,80
890,0,internal_ratio_sensitivity,80
891,0,internal_ratio_sensitivity,80
892,0,internal_ratio_sensitivity,80
893,0,internal_ratio_sensitivity,80
894,0,internal_ratio_sensitivity,80
895,0,internal_ratio_sensitivity,80
896,0,internal_ratio_sensitivity,80
897,0,external_excluded,-1
898,0,external_excluded,-1
899,0,external_excluded,-1
900,0,external_excluded,-1
901,0,external_excluded,-1
902,0,external_excluded,-1
